datetime,timestamp,open,high,low,close,volume
2022-01-11 00:00:00,1641859200000,3081.25,3127.74,3050.58,3118.04,176792.68
2022-01-11 04:00:00,1641873600000,3118.04,3135.0,3095.95,3127.55,118787.356
2022-01-11 08:00:00,1641888000000,3127.56,3145.79,3087.46,3108.91,258289.501
2022-01-11 12:00:00,1641902400000,3108.9,3157.64,3073.51,3132.05,365537.761
2022-01-11 16:00:00,1641916800000,3132.04,3262.66,3128.0,3234.8,514660.206
2022-01-11 20:00:00,1641931200000,3234.81,3247.18,3220.83,3236.86,99436.242
2022-01-12 00:00:00,1641945600000,3236.86,3257.27,3214.97,3232.98,117916.397
2022-01-12 04:00:00,1641960000000,3232.99,3260.79,3203.85,3216.14,157045.169
2022-01-12 08:00:00,1641974400000,3216.01,3295.0,3213.26,3269.98,267496.569
2022-01-12 12:00:00,1641988800000,3269.98,3384.25,3266.6,3360.27,528684.398
2022-01-12 16:00:00,1642003200000,3360.28,3392.0,3334.4,3379.77,208378.618
2022-01-12 20:00:00,1642017600000,3379.77,3411.0,3355.0,3369.93,155933.498
2022-01-13 00:00:00,1642032000000,3369.92,3382.87,3313.95,3336.98,161467.825
2022-01-13 04:00:00,1642046400000,3336.98,3351.99,3321.87,3339.71,108259.093
2022-01-13 08:00:00,1642060800000,3339.7,3377.56,3327.97,3332.38,171102.39
2022-01-13 12:00:00,1642075200000,3332.37,3408.89,3271.03,3300.21,439727.116
2022-01-13 16:00:00,1642089600000,3300.2,3318.0,3246.6,3270.63,316832.575
2022-01-13 20:00:00,1642104000000,3270.62,3278.77,3230.97,3240.36,176884.065
2022-01-14 00:00:00,1642118400000,3240.32,3274.25,3222.0,3265.68,147790.103
2022-01-14 04:00:00,1642132800000,3265.67,3312.25,3262.98,3267.55,154069.529
2022-01-14 08:00:00,1642147200000,3267.55,3273.37,3190.41,3200.77,278176.578
2022-01-14 12:00:00,1642161600000,3200.77,3299.89,3181.2,3276.93,377356.069
2022-01-14 16:00:00,1642176000000,3276.93,3327.76,3257.28,3306.76,219043.519
2022-01-14 20:00:00,1642190400000,3306.75,3342.63,3291.45,3305.6,133358.469
2022-01-15 00:00:00,1642204800000,3305.61,3323.6,3294.1,3306.19,89513.302
2022-01-15 04:00:00,1642219200000,3306.19,3320.0,3292.35,3313.48,79667.611
2022-01-15 08:00:00,1642233600000,3313.49,3338.1,3308.08,3317.01,104423.234
2022-01-15 12:00:00,1642248000000,3317.01,3368.89,3257.59,3360.56,320824.956
2022-01-15 16:00:00,1642262400000,3360.55,3372.0,3338.0,3348.31,103384.56
2022-01-15 20:00:00,1642276800000,3348.31,3369.0,3321.45,3324.05,111206.47
2022-01-16 00:00:00,1642291200000,3324.06,3335.05,3293.26,3312.43,98087.241
2022-01-16 04:00:00,1642305600000,3312.44,3338.36,3303.21,3330.81,83848.509
2022-01-16 08:00:00,1642320000000,3330.69,3336.0,3283.64,3310.4,154804.857
2022-01-16 12:00:00,1642334400000,3310.41,3362.3,3269.01,3351.87,311400.704
2022-01-16 16:00:00,1642348800000,3351.92,3394.62,3311.17,3319.25,181341.452
2022-01-16 20:00:00,1642363200000,3319.24,3361.02,3308.47,3345.49,105459.038
2022-01-17 00:00:00,1642377600000,3345.5,3355.3,3252.0,3256.05,215239.062
2022-01-17 04:00:00,1642392000000,3256.06,3298.36,3235.11,3269.87,231660.222
2022-01-17 08:00:00,1642406400000,3269.87,3280.51,3249.85,3254.32,188505.275
2022-01-17 12:00:00,1642420800000,3254.32,3278.48,3215.0,3235.35,268146.808
2022-01-17 16:00:00,1642435200000,3235.41,3245.0,3179.19,3217.14,300916.647
2022-01-17 20:00:00,1642449600000,3217.22,3223.91,3139.37,3208.61,235670.92
2022-01-18 00:00:00,1642464000000,3208.6,3243.95,3173.98,3180.5,202730.196
2022-01-18 04:00:00,1642478400000,3180.49,3204.58,3161.28,3185.69,172966.822
2022-01-18 08:00:00,1642492800000,3185.7,3191.9,3125.0,3170.14,320156.753
2022-01-18 12:00:00,1642507200000,3170.12,3180.81,3099.26,3115.47,416088.984
2022-01-18 16:00:00,1642521600000,3115.47,3139.42,3080.5,3126.57,258146.241
2022-01-18 20:00:00,1642536000000,3126.57,3193.35,3099.89,3159.32,219355.671
2022-01-19 00:00:00,1642550400000,3159.31,3174.6,3085.09,3097.24,258522.476
2022-01-19 04:00:00,1642564800000,3097.25,3112.81,3046.0,3059.85,255902.996
2022-01-19 08:00:00,1642579200000,3059.85,3129.61,3045.0,3115.96,352088.428
2022-01-19 12:00:00,1642593600000,3115.96,3160.0,3109.0,3122.0,331992.924
2022-01-19 16:00:00,1642608000000,3122.0,3159.27,3079.26,3127.44,313443.012
2022-01-19 20:00:00,1642622400000,3127.45,3137.17,3080.36,3082.81,156567.246
2022-01-20 00:00:00,1642636800000,3082.8,3130.15,3082.21,3124.33,143333.123
2022-01-20 04:00:00,1642651200000,3124.34,3153.24,3111.84,3138.01,134760.592
2022-01-20 08:00:00,1642665600000,3138.01,3154.1,3115.89,3150.87,166840.725
2022-01-20 12:00:00,1642680000000,3150.87,3271.64,3126.6,3260.67,490718.483
2022-01-20 16:00:00,1642694400000,3260.67,3272.24,3203.0,3214.53,314575.481
2022-01-20 20:00:00,1642708800000,3214.55,3218.74,2985.0,2999.92,630491.044
2022-01-21 00:00:00,1642723200000,2999.92,3031.9,2806.5,2836.04,916688.93
2022-01-21 04:00:00,1642737600000,2836.04,2893.67,2832.64,2879.82,370743.966
2022-01-21 08:00:00,1642752000000,2879.81,2896.52,2834.0,2847.33,314177.879
2022-01-21 12:00:00,1642766400000,2847.32,2853.77,2726.35,2830.14,989295.649
2022-01-21 16:00:00,1642780800000,2830.14,2860.22,2737.59,2740.36,486603.93
2022-01-21 20:00:00,1642795200000,2740.35,2762.89,2460.0,2566.91,1439764.005
2022-01-22 00:00:00,1642809600000,2566.91,2625.6,2538.0,2565.73,565190.714
2022-01-22 04:00:00,1642824000000,2565.73,2575.0,2422.76,2461.13,716571.651
2022-01-22 08:00:00,1642838400000,2461.6,2504.49,2293.56,2430.11,1281100.126
2022-01-22 12:00:00,1642852800000,2430.17,2518.48,2378.43,2385.72,673654.207
2022-01-22 16:00:00,1642867200000,2385.72,2466.45,2318.0,2335.92,811364.804
2022-01-22 20:00:00,1642881600000,2336.15,2470.72,2316.72,2410.96,614517.371
2022-01-23 00:00:00,1642896000000,2410.57,2462.99,2384.19,2414.96,362146.295
2022-01-23 04:00:00,1642910400000,2414.89,2500.0,2406.22,2486.1,393561.408
2022-01-23 08:00:00,1642924800000,2485.8,2549.0,2473.64,2497.59,426966.422
2022-01-23 12:00:00,1642939200000,2497.58,2513.75,2403.0,2431.04,446893.373
2022-01-23 16:00:00,1642953600000,2431.03,2456.0,2373.88,2382.36,306350.613
2022-01-23 20:00:00,1642968000000,2382.36,2548.08,2368.0,2538.41,436056.757
2022-01-24 00:00:00,1642982400000,2538.4,2539.59,2428.86,2457.74,343719.67
2022-01-24 04:00:00,1642996800000,2457.74,2468.64,2378.01,2384.95,294282.516
2022-01-24 08:00:00,1643011200000,2384.94,2445.03,2199.74,2237.98,1240152.175
2022-01-24 12:00:00,1643025600000,2237.99,2286.32,2151.0,2273.84,1370282.538
2022-01-24 16:00:00,1643040000000,2273.84,2408.72,2211.22,2377.21,1022625.192
2022-01-24 20:00:00,1643054400000,2377.2,2480.0,2366.45,2438.13,423238.163
2022-01-25 00:00:00,1643068800000,2437.87,2441.0,2376.59,2414.9,259069.008
2022-01-25 04:00:00,1643083200000,2414.76,2421.11,2349.6,2382.5,251089.884
2022-01-25 08:00:00,1643097600000,2382.47,2454.24,2371.63,2422.18,370442.524
2022-01-25 12:00:00,1643112000000,2422.19,2468.99,2361.3,2418.08,674882.503
2022-01-25 16:00:00,1643126400000,2417.66,2504.98,2411.01,2464.86,444021.42
2022-01-25 20:00:00,1643140800000,2464.95,2470.08,2402.83,2457.37,326471.223
2022-01-26 00:00:00,1643155200000,2457.37,2483.5,2413.06,2474.47,252895.618
2022-01-26 04:00:00,1643169600000,2474.48,2499.5,2443.29,2460.01,218591.755
2022-01-26 08:00:00,1643184000000,2460.01,2547.51,2459.01,2544.54,441001.867
2022-01-26 12:00:00,1643198400000,2544.53,2669.12,2520.8,2604.19,732606.039
2022-01-26 16:00:00,1643212800000,2604.19,2720.06,2560.53,2572.47,913855.656
2022-01-26 20:00:00,1643227200000,2572.49,2572.51,2400.01,2461.61,811917.401
2022-01-27 00:00:00,1643241600000,2461.62,2494.16,2351.58,2363.77,504541.706
2022-01-27 04:00:00,1643256000000,2363.5,2418.8,2360.0,2401.82,313872.428
2022-01-27 08:00:00,1643270400000,2402.0,2456.65,2382.93,2454.67,332066.454
2022-01-27 12:00:00,1643284800000,2454.76,2520.0,2440.35,2478.44,524577.739
2022-01-27 16:00:00,1643299200000,2478.44,2494.69,2389.29,2393.48,454403.98
2022-01-27 20:00:00,1643313600000,2393.49,2429.84,2314.33,2422.61,577272.295
2022-01-28 00:00:00,1643328000000,2422.61,2454.99,2361.91,2445.34,389311.155
2022-01-28 04:00:00,1643342400000,2445.52,2474.17,2388.17,2389.19,311255.922
2022-01-28 08:00:00,1643356800000,2389.18,2419.94,2370.0,2395.0,378649.74
2022-01-28 12:00:00,1643371200000,2395.0,2448.0,2357.0,2442.15,538173.903
2022-01-28 16:00:00,1643385600000,2442.15,2493.12,2421.19,2459.96,422431.919
2022-01-28 20:00:00,1643400000000,2459.77,2556.93,2458.69,2543.34,354853.149
2022-01-29 00:00:00,1643414400000,2543.34,2586.0,2519.21,2540.0,248499.685
2022-01-29 04:00:00,1643428800000,2540.0,2570.0,2521.54,2566.03,173398.532
2022-01-29 08:00:00,1643443200000,2566.04,2577.5,2533.44,2553.08,172886.066
2022-01-29 12:00:00,1643457600000,2553.07,2612.16,2523.14,2541.95,419207.937
2022-01-29 16:00:00,1643472000000,2541.61,2607.16,2525.68,2589.09,220736.588
2022-01-29 20:00:00,1643486400000,2589.08,2658.41,2578.56,2599.94,287660.587
2022-01-30 00:00:00,1643500800000,2599.93,2613.4,2556.24,2568.62,196673.085
2022-01-30 04:00:00,1643515200000,2568.62,2632.1,2565.3,2617.65,214787.382
2022-01-30 08:00:00,1643529600000,2617.65,2644.93,2595.88,2624.36,170542.416
2022-01-30 12:00:00,1643544000000,2624.51,2639.19,2584.0,2616.13,230859.774
2022-01-30 16:00:00,1643558400000,2616.13,2623.33,2550.56,2559.21,223801.985
2022-01-30 20:00:00,1643572800000,2559.21,2629.97,2541.46,2600.45,285571.835
2022-01-31 00:00:00,1643587200000,2600.45,2607.17,2486.42,2510.51,377043.584
2022-01-31 04:00:00,1643601600000,2510.51,2527.6,2475.33,2526.69,206339.526
2022-01-31 08:00:00,1643616000000,2526.68,2571.72,2517.5,2556.85,227358.346
2022-01-31 12:00:00,1643630400000,2556.86,2636.0,2517.92,2619.36,509923.441
2022-01-31 16:00:00,1643644800000,2619.37,2706.39,2612.33,2672.07,590747.669
2022-01-31 20:00:00,1643659200000,2672.08,2706.47,2662.16,2685.34,208366.42
2022-02-01 00:00:00,1643673600000,2685.34,2758.28,2672.61,2749.5,283580.554
2022-02-01 04:00:00,1643688000000,2749.49,2765.99,2716.53,2735.34,183367.132
2022-02-01 08:00:00,1643702400000,2735.34,2795.0,2716.59,2758.47,423453.414
2022-02-01 12:00:00,1643716800000,2758.5,2810.0,2730.0,2767.27,580651.655
2022-02-01 16:00:00,1643731200000,2767.26,2812.94,2748.46,2749.55,391592.055
2022-02-01 20:00:00,1643745600000,2749.56,2804.88,2748.5,2786.38,192152.035
2022-02-02 00:00:00,1643760000000,2786.37,2802.99,2739.22,2778.7,246579.732
2022-02-02 04:00:00,1643774400000,2778.71,2779.87,2740.0,2748.5,216632.998
2022-02-02 08:00:00,1643788800000,2748.5,2774.65,2739.2,2765.24,145443.62
2022-02-02 12:00:00,1643803200000,2765.23,2810.0,2652.23,2662.83,757831.414
2022-02-02 16:00:00,1643817600000,2662.82,2717.54,2636.43,2705.05,459504.025
2022-02-02 20:00:00,1643832000000,2705.04,2732.6,2610.4,2678.0,528865.218
2022-02-03 00:00:00,1643846400000,2678.47,2722.99,2651.0,2656.98,288324.831
2022-02-03 04:00:00,1643860800000,2656.86,2675.53,2636.0,2669.1,232497.658
2022-02-03 08:00:00,1643875200000,2669.27,2684.23,2577.0,2619.76,467802.788
2022-02-03 12:00:00,1643889600000,2619.76,2647.0,2572.64,2638.33,530489.8
2022-02-03 16:00:00,1643904000000,2638.39,2659.66,2588.73,2596.68,284033.409
2022-02-03 20:00:00,1643918400000,2596.67,2700.0,2575.0,2694.37,368594.155
2022-02-04 00:00:00,1643932800000,2694.2,2696.54,2670.14,2682.28,194106.806
2022-02-04 04:00:00,1643947200000,2682.29,2807.99,2674.44,2803.77,500400.023
2022-02-04 08:00:00,1643961600000,2803.78,2872.89,2802.93,2828.53,510796.04
2022-02-04 12:00:00,1643976000000,2828.62,2930.0,2762.83,2870.99,962013.847
2022-02-04 16:00:00,1643990400000,2870.99,2969.32,2867.0,2957.58,513925.105
2022-02-04 20:00:00,1644004800000,2957.36,2995.0,2929.79,2993.65,272642.077
2022-02-05 00:00:00,1644019200000,2993.64,3019.8,2958.01,2996.56,287074.018
2022-02-05 04:00:00,1644033600000,2996.57,3036.92,2988.08,3000.98,247764.665
2022-02-05 08:00:00,1644048000000,3000.98,3034.13,2986.82,3010.55,199303.183
2022-02-05 12:00:00,1644062400000,3010.55,3059.91,2995.97,3048.92,346912.842
2022-02-05 16:00:00,1644076800000,3048.81,3053.72,2961.72,3009.91,345090.031
2022-02-05 20:00:00,1644091200000,3009.86,3035.82,2992.12,3011.59,131246.806
2022-02-06 00:00:00,1644105600000,3011.58,3033.5,3007.09,3007.45,99220.697
2022-02-06 04:00:00,1644120000000,3007.44,3021.31,2986.94,3009.68,148891.296
2022-02-06 08:00:00,1644134400000,3009.68,3021.64,2997.0,3004.77,113447.836
2022-02-06 12:00:00,1644148800000,3004.83,3050.13,2948.0,2989.94,396117.666
2022-02-06 16:00:00,1644163200000,2989.94,3008.92,2976.84,2999.95,152002.922
2022-02-06 20:00:00,1644177600000,2999.83,3075.0,2973.03,3054.26,241849.432
2022-02-07 00:00:00,1644192000000,3054.26,3072.88,2990.83,3066.68,366240.693
2022-02-07 04:00:00,1644206400000,3066.56,3111.96,3053.03,3078.0,274533.699
2022-02-07 08:00:00,1644220800000,3078.01,3084.52,3046.72,3066.09,214650.221
2022-02-07 12:00:00,1644235200000,3066.1,3128.02,3053.0,3120.23,418259.373
2022-02-07 16:00:00,1644249600000,3120.01,3185.99,3105.0,3165.92,463826.373
2022-02-07 20:00:00,1644264000000,3165.91,3183.73,3128.52,3138.55,183081.559
2022-02-08 00:00:00,1644278400000,3138.55,3154.88,3110.4,3144.03,186541.381
2022-02-08 04:00:00,1644292800000,3144.03,3246.65,3140.4,3172.77,433709.915
2022-02-08 08:00:00,1644307200000,3172.67,3177.48,3073.14,3103.81,489495.865
2022-02-08 12:00:00,1644321600000,3103.81,3103.81,3028.09,3075.5,444656.124
2022-02-08 16:00:00,1644336000000,3075.5,3083.34,3023.28,3050.35,296663.192
2022-02-08 20:00:00,1644350400000,3050.32,3136.5,3045.36,3115.23,270940.505
2022-02-09 00:00:00,1644364800000,3115.23,3129.99,3059.33,3074.49,194213.83
2022-02-09 04:00:00,1644379200000,3074.49,3111.47,3052.5,3103.83,181316.878
2022-02-09 08:00:00,1644393600000,3103.83,3157.0,3066.48,3150.89,290998.486
2022-02-09 12:00:00,1644408000000,3150.89,3218.84,3137.26,3177.0,438685.069
2022-02-09 16:00:00,1644422400000,3177.0,3258.0,3161.39,3245.45,307337.993
2022-02-09 20:00:00,1644436800000,3245.46,3269.16,3229.13,3241.82,158933.113
2022-02-10 00:00:00,1644451200000,3241.79,3247.11,3168.01,3177.67,201680.162
2022-02-10 04:00:00,1644465600000,3177.67,3194.51,3155.11,3187.9,181435.461
2022-02-10 08:00:00,1644480000000,3187.91,3282.96,3181.0,3246.6,373799.329
2022-02-10 12:00:00,1644494400000,3246.56,3265.0,3083.58,3208.22,1073394.446
2022-02-10 16:00:00,1644508800000,3208.21,3260.75,3112.57,3119.11,501122.099
2022-02-10 20:00:00,1644523200000,3119.1,3138.55,3055.24,3070.9,341360.474
2022-02-11 00:00:00,1644537600000,3070.89,3095.52,2998.0,3080.06,418572.986
2022-02-11 04:00:00,1644552000000,3080.07,3104.99,3039.0,3096.64,196162.832
2022-02-11 08:00:00,1644566400000,3096.65,3115.0,3060.6,3087.0,254370.181
2022-02-11 12:00:00,1644580800000,3087.0,3136.55,3077.27,3101.28,385379.198
2022-02-11 16:00:00,1644595200000,3101.27,3111.12,2966.0,2992.13,546123.721
2022-02-11 20:00:00,1644609600000,2992.13,3001.43,2873.5,2926.04,532859.516
2022-02-12 00:00:00,1644624000000,2926.03,2957.95,2910.0,2933.32,210421.662
2022-02-12 04:00:00,1644638400000,2933.32,2947.47,2881.27,2918.48,252788.659
2022-02-12 08:00:00,1644652800000,2918.49,2943.9,2865.0,2930.27,318387.841
2022-02-12 12:00:00,1644667200000,2930.27,2937.27,2855.0,2880.55,395302.851
2022-02-12 16:00:00,1644681600000,2880.42,2977.0,2863.6,2951.5,380233.139
2022-02-12 20:00:00,1644696000000,2951.5,2983.62,2862.63,2916.93,312107.374
2022-02-13 00:00:00,1644710400000,2917.04,2950.22,2896.0,2917.55,162581.7
2022-02-13 04:00:00,1644724800000,2917.56,2927.92,2896.9,2921.43,133105.906
2022-02-13 08:00:00,1644739200000,2921.44,2943.01,2906.16,2929.87,139707.174
2022-02-13 12:00:00,1644753600000,2929.86,2952.66,2907.49,2918.35,235153.883
2022-02-13 16:00:00,1644768000000,2918.36,2920.63,2830.31,2855.35,389643.407
2022-02-13 20:00:00,1644782400000,2855.36,2908.0,2847.27,2870.32,217294.627
2022-02-14 00:00:00,1644796800000,2870.33,2893.02,2829.8,2863.89,261214.083
2022-02-14 04:00:00,1644811200000,2863.9,2884.0,2843.1,2881.48,167138.383
2022-02-14 08:00:00,1644825600000,2881.48,2887.73,2845.07,2872.94,213925.807
2022-02-14 12:00:00,1644840000000,2873.09,2964.44,2855.0,2935.64,532358.096
2022-02-14 16:00:00,1644854400000,2935.64,2962.99,2855.1,2877.88,426337.997
2022-02-14 20:00:00,1644868800000,2877.87,2947.77,2865.0,2928.87,214986.077
2022-02-15 00:00:00,1644883200000,2928.87,3037.7,2911.85,3023.45,340166.363
2022-02-15 04:00:00,1644897600000,3023.45,3059.94,3005.58,3048.01,205927.882
2022-02-15 08:00:00,1644912000000,3048.0,3115.0,3039.0,3092.98,403026.679
2022-02-15 12:00:00,1644926400000,3092.99,3153.96,3086.0,3121.54,404935.18
2022-02-15 16:00:00,1644940800000,3121.55,3141.75,3087.01,3108.75,260531.295
2022-02-15 20:00:00,1644955200000,3108.75,3198.0,3091.31,3183.73,241488.718
2022-02-16 00:00:00,1644969600000,3183.74,3184.72,3132.5,3140.61,226951.234
2022-02-16 04:00:00,1644984000000,3140.61,3152.61,3105.11,3148.11,197204.873
2022-02-16 08:00:00,1644998400000,3148.48,3161.98,3112.01,3134.65,203612.37
2022-02-16 12:00:00,1645012800000,3134.64,3144.93,3050.0,3064.99,455438.714
2022-02-16 16:00:00,1645027200000,3065.0,3186.79,3040.42,3167.59,464167.308
2022-02-16 20:00:00,1645041600000,3167.78,3178.0,3114.98,3121.8,186087.919
2022-02-17 00:00:00,1645056000000,3121.8,3158.68,3081.14,3082.44,214814.216
2022-02-17 04:00:00,1645070400000,3082.56,3110.74,3046.0,3107.43,334356.745
2022-02-17 08:00:00,1645084800000,3107.6,3140.0,3030.39,3064.21,506356.345
2022-02-17 12:00:00,1645099200000,3064.22,3085.73,2959.09,2987.08,667175.089
2022-02-17 16:00:00,1645113600000,2986.98,3003.57,2879.56,2908.7,564525.823
2022-02-17 20:00:00,1645128000000,2908.7,2912.97,2850.0,2890.8,345376.168
2022-02-18 00:00:00,1645142400000,2890.75,2917.97,2860.1,2905.75,243179.798
2022-02-18 04:00:00,1645156800000,2905.48,2914.81,2875.08,2902.86,174577.507
2022-02-18 08:00:00,1645171200000,2902.87,2941.94,2870.9,2877.62,286460.195
2022-02-18 12:00:00,1645185600000,2877.71,2907.0,2778.11,2798.58,684464.904
2022-02-18 16:00:00,1645200000000,2798.63,2825.23,2750.0,2796.88,552296.247
2022-02-18 20:00:00,1645214400000,2796.88,2806.31,2752.03,2778.46,221962.82
2022-02-19 00:00:00,1645228800000,2778.46,2829.99,2765.09,2804.59,192182.605
2022-02-19 04:00:00,1645243200000,2804.59,2824.41,2793.32,2810.69,131261.672
2022-02-19 08:00:00,1645257600000,2810.69,2817.99,2704.01,2721.43,373400.871
2022-02-19 12:00:00,1645272000000,2721.43,2752.54,2691.0,2744.52,363592.691
2022-02-19 16:00:00,1645286400000,2744.63,2794.65,2736.22,2742.99,353541.082
2022-02-19 20:00:00,1645300800000,2743.0,2766.83,2725.01,2761.89,132364.965
2022-02-20 00:00:00,1645315200000,2761.9,2762.89,2694.16,2711.53,244217.028
2022-02-20 04:00:00,1645329600000,2711.53,2716.93,2616.0,2652.23,499907.29
2022-02-20 08:00:00,1645344000000,2652.23,2652.73,2598.25,2641.0,437858.046
2022-02-20 12:00:00,1645358400000,2641.03,2664.87,2599.63,2650.24,379896.288
2022-02-20 16:00:00,1645372800000,2650.25,2673.68,2630.0,2648.66,263859.9
2022-02-20 20:00:00,1645387200000,2648.66,2664.4,2573.33,2620.72,416732.721
2022-02-21 00:00:00,1645401600000,2620.72,2738.81,2603.11,2709.76,463314.823
2022-02-21 04:00:00,1645416000000,2709.75,2755.0,2709.28,2745.32,241694.926
2022-02-21 08:00:00,1645430400000,2745.32,2758.0,2602.57,2624.73,607310.7
2022-02-21 12:00:00,1645444800000,2624.53,2749.9,2580.0,2722.33,1091450.99
2022-02-21 16:00:00,1645459200000,2722.32,2744.61,2605.22,2651.46,828056.545
2022-02-21 20:00:00,1645473600000,2651.46,2675.0,2555.56,2566.88,753561.11
2022-02-22 00:00:00,1645488000000,2566.88,2621.63,2506.28,2518.6,594637.3
2022-02-22 04:00:00,1645502400000,2518.63,2546.89,2495.0,2514.11,455151.987
2022-02-22 08:00:00,1645516800000,2514.12,2606.92,2512.67,2587.19,521889.708
2022-02-22 12:00:00,1645531200000,2587.2,2670.0,2563.26,2622.59,781128.66
2022-02-22 16:00:00,1645545600000,2622.6,2639.73,2578.31,2631.82,538824.357
